ID,Text,Comment
NewGameConfigurationPanel.StartingWater,Induló víz,"Label of a setting, amount of water available at the start of a game."
NewGameConfigurationPanel.TemperateWeatherDuration,Mérsékelt időjárás időtartama,"Label of a setting, how long temperate weather is during each cycle."
NewGameConfigurationPanel.To,"–","Describes a range of numbers, example usage: '20 to 50%'"
NewGameConfigurationPanel.SubHeader,Játékmód,
NewGameConfigurationPanel.WaterConsumption,Vízfogyasztás,"Label of a setting, how much water beavers consume during a game, for example 'Water consumption: 60%'."
NewGameConfigurationPanel.ChanceForBadtide,Rosszvízár esélye,"Label of a setting, what is the chance for a badtide season. Badtide should be the same as Weather.Badtide"
NewGameConfigurationPanel.CyclesBeforeBadtideRandomization,Áradások száma víz nélkül,"Label of a setting, how many cycles there will be without badtide seaon possibility. Badtide should be the same as Weather.Badtide"
NewGameConfigurationPanel.BadtideDuration,Rosszvízár időtartama,"Label of a setting, how long badtide season could be. Badtide should be the same as Weather.Badtide"
NewGameConfigurationPanel.BadtideDurationHandicap,Rosszvízár időtartam csökkentése,"Label of a setting, makes badtide season shorter during a game, example usage: 'Badtide duration handicap: 50%. Badtide should be the same as Weather.Badtide"
NewGameFactionPanel.SubHeader,Válassz Frakciót!,
NewGameMapPanel.SubHeader,Válassz Térképet!,
NewMapPanel.Header,Új térkép létrehozása,
Planting.NoPriorityOption,Nincs,No resource is prioritized
Planting.Prioritize,Előnyben részesített növény:,Which resource to prioritize when planting.
Planting.ReplantDeadTrees,"Vágásra ki nem jelölt, elpusztult fák újratelepítése",Label of toggle in forester panel fragment
Planting.UnlockPrompt,"Ahhoz, hogy {1} növényt telepíts, fel kell oldanod a {0} épületet.",{0} stands for Building.DisplayName {1} stands for NaturalResource.DisplayName.
PlantingTool.Description,Használd ezt az eszközt egy terület kijelöléséhez a telepítéshez.,
PlantingTool.RequiredBuilding,Szükséges épület: {0},{0} stands for Building.DisplayName.
PlayerData.CorruptedDataInfo.CorruptedFilePresent,A sérült játékos adatfájl másolatát megtekintheted a <link><b>játék dokumentumkönyvtárában</b></link>.,Corrupted means broken or unusable due to some error.
PlayerData.CorruptedDataInfo.Header,"Probléma merült fel a játékos adatfájl olvasásakor. A tartalmát helyreállítottuk egy helyi biztonsági másolatból, de néhány beállításod (beleértve a feloldott frakciókat és a befejezett térképeket) elveszhetett.",
Population.AllPerished,"És habár minden hód elpusztult, a folyó tovább folyt,
rövid létezésük csak egy faforgácsmorzsa volt.",UI information displayed as a tooltip when the entire population has died.
Priorities.VeryLow,Nagyon alacsony,Please keep short
Priorities.Low,Alacsony,Please keep short
Priorities.Normal,Normál,Please keep short
Priorities.High,Magas,Please keep short
Priorities.VeryHigh,Nagyon magas,Please keep short
RecoverableGood.RecoveredGoods,Visszanyert áruk:,Label on tooltip that shows up when the player want to destroy building(s). Followed by list of resources.
RecoveredGoodStack.DeletePrompt,"A törmelékben lévő összes áru elveszik. Biztosan szeretnéd eltávolítani?","Prompt shown when the player clicks delete button on chosen rubble,Rubble should be the same as RecoveredGoodStack.DisplayName"
RecoveredGoodStack.Description,"Épületek lerombolása után maradt hátra, az építők begyűjthetik a benne lévő anyagokat.",Description of stack of goods spawned after destroying a building. Builders should be translated the same way as in Building.BuildersHut.Description key
RecoveredGoodStack.DisplayName,Törmelék,Display name of stack of goods spawned after destroying a building
RecoveredGoodStack.FlavorDescription,Amúgy is csak takarta a kilátást...,
RecoveredGoodStack.Priority,Begyűjtési prioritás:,Setting a priority for resources gathering work on a Rubble. Could be similar to Demolish.PriorityTitle
Resources.EatableRaw,Nyersen is fogyasztható.,Shown on a tooltip of goods that can be eaten raw.
Resources.GatheredBy,Begyűjti:,"Header above list of buildings that can gather certain resource. Gathered is meant as general term, containing resource gathering of gatherers, farmers, lumberjacks, tappers."
Ruins.ShuffleModel,Keverési modell,Shuffle as in Randomize.
Saving.DeleteSave,Mentés törlése,A button. Please keep short.
Saving.DeleteSavePrompt,"Biztosan törölni szeretnéd ezt a mentést?
{0}",{0} stands for save name
Saving.DeleteSettlement,Település törlése,A button. Please keep short.
Saving.DeleteSettlementPrompt,Biztosan törölni szeretnéd a(z) {0} nevű települést? Ez törölni fogja a település minden mentését.,{0} stands for settlement name
Saving.Error,"Mentés sikertelen! Győződj meg róla, hogy nincsenek illegális karakterek a névben, és van elegendő lemezterület.",Message shown to player when saving game or map failed
Saving.InvalidFile,"A betöltendő mentés sérült!

Település: {0}
Mentés: {1}","Error message shown after trying to load a save file that is corrupted."
Saving.InvalidName,"Érvénytelen név. Győződj meg róla, hogy a névben nincsenek tiltott karakterek.",Error message shown after inputting a settlement name with illegal characters such > < ?.
Saving.LoadGamePanelHeader,Játék betöltése,
Saving.MissingMacOSPermissionsLocKey,"A Timberborn szüksége van engedélyre a mentett játékállományok tárolásához a merevlemezen. A játék most bezár és megnyitja a személyes adatvédelmi beállításokat, ahol megadhatod számára a szükséges engedélyeket.",A message shown to players if they did not grant the necessary permissions on macOS.
Saving.NameSettlement,Nevezd el a településedet!,A prompt in the box for naming your settlement after starting a new game.
Saving.NonCompatibleSaveVersion,"Ez a mentés egy nagy átdolgozás előtt készült, és nem tölthető be.
Igyekszünk minimalizálni a mentési kompatibilitás elvesztését, azonban a visszajelzéseitekre válaszolva és a játék fejlesztése során nem mindig lehetséges.",
Saving.SaveExists,"Ilyen nevű mentés már létezik.
{0}",{0} stands for save name
Saving.SaveGamePanelHeader,Mentés,
Saving.Saves,Mentések,One of the two headers in the load game panel. Shown above a list of saves assigned to a settlement.
Saving.SemiCompatibleSaveVersion,"Ez a mentés verziója ({0}) nem kompatibilis a jelenlegi játékverzióval ({1}). A mentés betöltése lefagyást okozhat, és súlyos játékhibákkal találkozhatsz. Erősen javasoljuk, hogy indíts új játékot a teljes új funkciók élvezetéhez.

Biztosan be szeretnéd tölteni?","{0} is the save version (e.g. 0.1.15.1), {1} is the game version (in the same format). This message is shown after a player tries to load an incompatible save."
Saving.SteamCompatibilityMessage,<RedHighlight><i>Egy régebbi játékverziót játszhatsz a Steam kliensben egyéni ág kiválasztásával.</i></RedHighlight>,Additional message on Steam that is shown when the save is not compatible with the current version of the game. It is shown below Saving.SemiCompatibleSaveVersion and Saving.NonCompatibleSaveVersion messages.
Saving.Settlements,Települések,One of the two headers in the load game panel. Shown above a list of settlements.
Saving.TakenName,Egy település ezzel a névvel már létezik.,Error message shown after inputting a settlement name that is already used.
Saving.Autosave,Automatikus mentés,Name of the autosaved game
Saving.CycleUnknown,Ismeretlen ciklus,"Text shown in old save games labels that don't have cycle information. ""Cycle"" should be the same as in Weather.CycleAndDayLong"
Science.SciencePoints,Tudománypont,The name of a resource which can be spent to unlock new technology
SelectionTool.ClickOrHoldTip,"Kattints egyetlen csempére, vagy tartsd lenyomva a gombot egy terület kiválasztásához.",
Settings.Analytics.Header,Analitika,Header for the data collection/analytics consent section.
Settings.Analytics.ConsentToggle,Analitika engedélyezve,Selected when giving consent to data collection/analytics.
Settings.Analytics.DeleteData,Gyűjtött adatok törlése,Selected when withdrawing consent to data collection/analytics.
Settings.Analytics.DataDeleted,Gyűjtött adatok törölve.,Confirmation info that the collected data has been deleted.
Settings.GameSaving.AutoSavingOn,Automatikus mentés,
Settings.GameSaving.Header,Mentés,
Settings.Header,Beállítások,
Settings.Input.DragCamera,Kamera húzása,
Settings.Input.EdgePanCamera,Képernyőszéllel mozgás,"When this option is enabled, player can move camera by moving mouse to screen edge"
Settings.Input.EdgePanCameraSpeed,Képernyőszéllel mozgás sebessége,
Settings.Input.Header,Bemenet,
Settings.Input.InvertZoom,Fordított közelítés/távolítás,
Settings.Input.KeyboardCameraMovementSpeed,Billentyűvel mozgás sebessége,
Settings.Input.KeyboardCameraRotationSpeed,Billentyűvel forgatás sebessége,
Settings.Input.KeyboardCameraZoomSpeed,Billentyűvel közelítés/távolítás sebessége,
Settings.Input.LockCursorInWindow,Egérkurzor rögzítése az ablakhoz,"When this option is enabled, mouse cursor cannot leave game window / display"
Settings.Input.MouseWheelCameraZoomSpeed,Egérgörgővel közelítés/távolítás sebessége,Label of a slider for setting the speed of camera zooming with the mouse wheel.
Settings.Input.SwapMouseCameraMovementWithRotation,Kamera gombok cseréje,"When this option is enabled, the middle mouse button is swapped with the right mouse button"
Settings.Language.Change,Változtatás,Please keep short
Settings.Language.Warning,A változások csak a játék újraindítása után lépnek életbe.,Warning shown when user changes language
Settings.Language.Restart,Újraindítás,Please keep short
Settings.Language.Current,Nyelv:,
Settings.Screen.AntiAliasing,Élsimítás,Label for anti-aliasing toggle in settings window
Settings.Screen.FrameRateLimit,FPS-korlát,Label of a dropdown for setting a FPS limit. It should probably be left unchanged in most languages.
Settings.Screen.FrameRateLimit.Unlimited,Korlátlan,A dropdown value indicating unlimited frame rate.
Settings.Screen.FrameRateLimit.Value,{0} FPS,{0} is a number. FPS stands for Frames Per Second.
Settings.Screen.FullScreen,Teljes képernyő,
Settings.Screen.GraphicsQuality,Grafikai minőség,
Settings.Screen.Header,Grafika,
Settings.Screen.Quality.High,Magas,Please keep short
Settings.Screen.Quality.Low,Alacsony,Please keep short
Settings.Screen.Quality.Medium,Közepes,Please keep short
Settings.Screen.Quality.Ultra,Ultra,Please keep short
Settings.Screen.ResolutionScale,Felbontásskálázás,Please keep short
Settings.Screen.ScreenResolution,Képernyőfelbontás,
Settings.Screen.VSync,VSync,Label of a dropdown for choosing a VSync mode.
Settings.Screen.VSync.0,Ki,A dropdown item indicating VSync mode.
Settings.Screen.VSync.1,Be,A dropdown item indicating VSync mode.
Settings.Screen.VSync.2,Minden második képkocka,A dropdown item indicating VSync mode.
Settings.Sound.EnvironmentVolume,Környezeti hangerő,
Settings.Sound.Header,Hang,
Settings.Sound.MasterVolume,Fő hangerő,
Settings.Sound.MusicVolume,Zene hangerő,
Settings.Sound.MuteWhenMinimized,"Némítás, ha a játék minimalizált, vagy a háttérben van",
Settings.Sound.UIVolume,Kezelőfelület hangerő,
Settings.Tutorial.Header,Útmutató,
Settings.Tutorial.DisableTutorial,Útmutató kikapcsolása,
Settings.UI.Header,Felület,
Settings.UI.RunInBackground,"Futtatás akkor is, ha a játék a háttérben van",A settings which controls whether the game should run when minimized or out of focus.
Settings.UI.ShowFps,FPS számláló megjelenítése,
Settings.UI.UIScaleFactor,Kezelőfelület mérete,
Status.BadwaterContamination.Incubation,"Ez a hód túl sok időt töltött szennyezett rosszvízben. Jelenleg nincs baja, de pár nap múlva megbetegszik.",Shown as an status alert when beaver spents too much time in contaminated water (and will get sick soon). Badwater should be the same as Good.Badwater.DisplayName.
Status.BadwaterContamination.Incubation.Short,A hód nincs jól,Shown as an status alert when beaver spents too much time in contaminated badwater (and will get sick soon). Please keep short.
Status.Beaver.Dead,Meghalt.,Shown in the beaver info window to explain that the beaver died
Status.Bot.Dead,Megsemmisült.,This shows up when a bot has been destroyed
Status.Breeding.ProgressHalted,"Az inkubáció szünetel, tápanyagokra vár.",
Status.Breeding.ProgressHalted.Short,Az inkubáció szünetel,Please keep short.
Status.Buildings.BlockedByContamination,Ez az épület magas szennyezés mellett nem működik.,Shown as status when badwater contamination affects building and stops it from working. Badwater should be the same as Good.Badwater.DisplayName.
Status.Buildings.BlockedByContamination.Short,Rosszvíz által blokkolva,Shown as status when badwater contamination affects building and stops it from working (please keep short). Badwater should be the same as Good.Badwater.DisplayName.
Status.Buildings.DirectionalBlocking,Az építkezés a mögötte lévő építkezés befejezésére vár.,"Status shown on construction sites, that need to be finished in directional order."
Status.Buildings.Flooded,Elárasztva.,Notification that shows in the selected building's panel when it's flooded.
Status.Buildings.Flooded.Short,Elárasztott épület,Alert that shows up when a building is flooded. Please keep short.
Status.Buildings.NeedsWater,Ennek az épületnek mélyebb vízre van szüksége a működéshez.,
Status.Buildings.NeedsWater.Short,Az épület vízre van szüksége,Please keep short.
Status.Buildings.Paused,Kikapcsolva.,"Alternative terms: Paused, Switched off"
Status.Buildings.Unreachable,Ez az épület nincs összekötve semmilyen kerületközponttal útvonalon keresztül.,Shown when a building isn't connected to a District Center.
Status.Buildings.Unreachable.Short,Nem csatlakoztatott épület,Shown when a building isn't connected to a District Center. Please keep short.
Status.Buildings.VerticalBlocking,Az építkezés az alatta lévő építkezés befejezésére vár.,"Status shown on construction sites, that need to be finished from bottom to top."
Status.ConstructionSites.NoMaterials,Nem lehet minden szükséges építőanyagot beszerezni.,Shown in the building box when there are no available materials in the nearby storages or no storages nearby
Status.ConstructionSites.NoMaterials.Short,Építőanyaghiány,Notification that the construction can't be finished. Please keep short.
Status.Distribution.InvalidConnection,Az épületet két kerülettel kell összekötni.,"Shown as status of District Crossing, when both entrances of the building are connected to the same district or when other half is not connected to any district"
Status.Emptying.EmptyingInProgress,"A raktárat kiürítik, új árut nem fogad.",
Status.Hauling.NoHaulingPost,Nincs szállító a kerületben.,Haulers are the same as in Building.HaulingPost.Description.
Status.Homelessness.Stranded,Elakadva.,This status is activated after a beaver or a bot got stranded and cut off from the village.
Status.Homelessness.Stranded.Short,Elakadt,This alert is activated after a beaver or a bot got stranded and cut off from the village. Please keep short
Status.HydroponicGarden.CultivationHalted,Termesztés szüneteltetve. A növény hamarosan elpusztul.,"Shown as status of Hydroponic Garden building, when it is not able to produce and its crops are about to die."
Status.HydroponicGarden.CultivationHalted.Short,Termesztés szüneteltetve,Alert that shows up when Hydroponic Garden building is not able to produce and growth is stopped. Please keep short.
Status.Inventory.NoGoodSelected,Nincs áru kiválasztva.,A warning that no good is selected for storage in warehouse.
Status.Inventory.NoGoodSelected.Short,Nincs kiválasztott áru,A warning that no good is selected for storage in warehouse. Please keep short.
Status.Inventory.UnwantedStock,Várakozás az előző készlet eltávolítására.,"A warning that there are different goods in a warehouse, than currently selected. Different goods needs to be taken out, before new selected goods can be brought in."
Status.Manufactory.NoRecipe,Nincs kiválasztott recept.,A warning that no recipe is selected for crafting
Status.Manufactory.NoRecipe.Short,Nincs kiválasztott recept,A warning that no recipe is selected for crafting. Please keep short.
Status.Mechanical.NoPower,Az épületnek meghajtásra van szüksége a működéshez. Csatlakoztasd egy erőműhöz!,
Status.Mechanical.NoPower.Short,Az épület nincs meghajtva,Power is not an electrical but mechanical/kinetic energy. Please keep short.
Status.NaturalResources.Contaminated,Szennyeződés,Shown when a plant is dying because it is contaminated. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Status.NaturalResources.Drying,Szárazság,Shown when a plant is dying because it has no access to the water
Status.NaturalResources.NotEnoughWater,Vízhiány,Shown when a water plant is dying because its river or lake dried up.
Status.NaturalResources.TooMuchWater,Árvíz,Shown when a plant is dying because it is submerged in water.
Status.Need.BadwaterContamination,A hód rosszvízzel szennyezett.,This shows up in the selected beaver's panel when it is contaminated. Badwater should be the same as Good.Badwater.DisplayName. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Status.Need.BadwaterContamination.Short,Szennyezett hód,This shows up as an alert when a beaver is contaminated. Please keep short. Ideally all uses of the word contaminate/contamination/contaminated should be uniform across the project.
Status.Need.Biofuel,A robotnak kifogyott az üzemanyaga.,This shows up when a bot runs out of fuel.
Status.Need.Biofuel.Short,Üzemanyaghiány,This shows up when a bot runs out of fuel. Please keep short. Bot should be the same as Bot.PrefabName.
Status.Need.BrokenTeeth,A hódnak eltört a foga.,This shows up when a beaver has broken teeth.
Status.Need.BrokenTeeth.Short,Törött fogak,This shows up when a beaver has broken teeth. Please keep short.
Status.Need.Energy,A robot lemerült.,This shows up when a bot runs out of energy.
Status.Need.Energy.Short,Lemerült robot,This shows up when a bot runs out of energy. Please keep short. Bot should be the same as Bot.PrefabName.
Status.Need.Hunger,Éhezik,This shows up when a beaver's hunger reaches critical levels. Please keep short.
Status.Need.Injury,A hód munka közben megsérült.,This shows up in the selected beaver's panel when it has an injury.
Status.Need.Injury.Short,Sérült hód,This shows up as an alert when a beaver has an injury. Please keep short.
Status.Need.Sleep,Kimerült,
Status.Need.Thirst,Kiszáradt,This shows up on the entity panel when a beaver is extremely thirsty
Status.Object.UnreachableObject,"Túl messze van minden kerülettől, és a hódok nem érik el. Építs még ösvényt, vagy egy új kerületet!","Shown when a building, construction site, demolishable object or rubble is out of a district's range."
Status.RecoveredGoodStack.NoStorage,Nincs elérhető tárolóhely. Építs több tárolót.,Shown on Rubble's panel when there is no storage space for goods. Storage should be translated similar to ToolGroups.Storage
Status.Science.NotEnoughScience,Nincs elég Tudománypont az üzemeltetéshez.,Shown when the player doesn't have enough Science Points to power a building. Science Points should be the same as Science.SciencePoints
Status.Science.NotEnoughScience.Short,Nincs elég Tudománypont,Prompt when player doesn't have enough science points to unlock something. Please keep short. Science Points should be the same as Science.SciencePoints
Status.Wonder.NotEnoughGoods,Nincs elég anyag az indításhoz.,Shown when the player tries to activate a Wonder but the building does not have all of its materials stored yet.
Status.Wonder.NotEnoughWorkers,Nincs elég munkás az indításhoz.,Shown when the player tries to activate a Wonder but there are not enough workers to operate the building.
Status.Work.LackOfResources,Nem lehet minden szükséges nyersanyagot beszerezni a működéshez.,
Status.Work.LackOfResources.Short,Nyersanyaghiány,Please keep short.
Status.Work.NoUnemployed,Nincs elérhető munkás a kerületben.,Shown when there are no unemployed workers available in a district to work in this building.
Status.Work.NoUnemployed.Short,Munkaerőhiány,A notification that lets players know that the building has no workers. Please keep short.
Status.Yielding.NothingToDoInRange,Nincs mit csinálni a hatósugárban,
SteamWorkshop.Changelog,Változásnapló,Label of the text field that allows entering the changelog of the item to be uploaded to Steam Műhely.
SteamWorkshop.Description,Leírás,Label of the text field that allows entering the description of the item to be uploaded to Steam Műhely.
SteamWorkshop.LegalAgreement,Az elem beküldésével elfogadod a <link><u>Steam Műhely szolgáltatási feltételeit</u></link>.,Tagged text is a highlightable link to the Steam Műhely terms of service. Do not remove or translate tags.
SteamWorkshop.Name,Név,Label of the text field that allows entering the name of the item to be uploaded to Steam Műhely.
SteamWorkshop.Preview,Előnézet,Label of the preview of the item to be uploaded to Steam Műhely.
SteamWorkshop.RefreshThumbnail,Frissítés,Label of a button that tries to load the preview of the item to be uploaded to Steam Műhely.
SteamWorkshop.ShowWorkshopItem,Megnyitás a Steam Műhelyben,Label of the button that opens the Steam Műhely page of the item that has been uploaded to Steam Műhely.
SteamWorkshop.SteamMapTooltip,Steam Műhely térkép,Tooltip on the map icon that indicates that the map is from Steam Műhely.
SteamWorkshop.Update,Frissítés,Label of the checkbox that determines whether certain elements of the item to be uploaded to Steam Műhely should be updated.
SteamWorkshop.UploadAsNew,Feltöltés új elemként,Label of the checkbox that determines whether the item to be uploaded to Steam Műhely should be uploaded as a new item or as an update to an existing item.
SteamWorkshop.UploadButton,Feltöltés,Text on the button that starts uploading the item to Steam Műhely.
SteamWorkshop.UploadFailed,"A feltöltés sikertelen, Steam hibakód: {0}","Message that is shown when an item could not be uploaded to Steam Műhely. {0} is the error code, for example ""k_EResultAccessDenied (15)"""
SteamWorkshop.UploadHeader,Feltöltés a Steam Műhelybe,Header of the panel that allows uploading items to Steam Műhely.
SteamWorkshop.UploadProgress,Feltöltés: {0},Message that is shown when an item is being uploaded to Steam Műhely. {0} stands for percentage value of the upload progress. Please keep short.
SteamWorkshop.UploadSuccess,Tartalmad feltöltve!,Message that is shown when an item has been successfully uploaded to Steam Műhely.
SteamWorkshop.UploadToSteamWorkshop,Feltöltés a Steam Műhelybe,Label of a button that uploads a mod to Steam Műhely.
SteamWorkshop.Visibility,Láthatóság,Label of the dropdown that allows selecting the visibility of the item to be uploaded to Steam Műhely.
SteamWorkshop.Visibility.Friends,Csak barátoknak,Option in the dropdown that allows selecting the visibility of the item to be uploaded to Steam Műhely.
SteamWorkshop.Visibility.Private,Privát,Option in the dropdown that allows selecting the visibility of the item to be uploaded to Steam Műhely.
SteamWorkshop.Visibility.Public,Nyilvános,Option in the dropdown that allows selecting the visibility of the item to be uploaded to Steam Műhely.
SteamWorkshop.Visibility.Unlisted,Listázatlan,Option in the dropdown that allows selecting the visibility of the item to be uploaded to Steam Műhely.
StockpilePriority.Accept,Fogadás,"Please keep short. Defines a state of a warehouse, where it accepts goods if needed"
StockpilePriority.Accept.Long,Áru fogadása.,"Describes a state of a warehouse, where it accepts goods if needed"
StockpilePriority.Empty,Kiürítés,"Please keep short. Defines a state of a warehouse, where it is going to be emptied"
StockpilePriority.Empty.Long,Raktár kiürítése.,"Describes a state of a warehouse, where it is going to be emptied"
StockpilePriority.Obtain,Beszerzés,"Please keep short. Defines a state of a warehouse, where it is going to be actively filled"
StockpilePriority.Obtain.Long,Áru beszerzése más raktárakból.,"Describes a state of a warehouse, where it is going to be actively filled"
StockpilePriority.Supply,Szétosztás,"Please keep short. Defines a state of a warehouse, where it accepts goods, but haulers will move them to other warehouses if able"
StockpilePriority.Supply.Long,Áru szétosztása más raktárakba,"Defines a state of a warehouse, where it accepts goods, but haulers will move them to other warehouses if able"
Thumbnail.NoPreview,Nincs előnézet,Text shown with default thumbnail when the selected map or save has no preview image
Time.DaysShort,{0} nap,"{0} stands for days, for example 16d. Please keep very short."
Time.HourShort,ó,Hour abbreviation
Time.HoursShort,{0} óra,"{0} stands for hours, for example 16h. Please keep very short. (renamed from Work.WorkingHoursShort)"
ToolGroups.Decoration,Dekoráció,Buildings and objects that are for decoration
ToolGroups.Demolishing,Épületek és erőforrások lerombolása,
ToolGroups.DistrictManagement,Kerületkezelés,"Toolbar category for buildings used for district management - that includes builders, moving goods and making new districts"
ToolGroups.FieldsPlanting,Haszonnövények ültetése,This is in active voice as in 'to plant crops'
ToolGroups.Food,Élelmiszer,Buildings pertaining to growing and production of food
ToolGroups.ForestryPlanting,Fák és bokrok ültetése,This is in active voice
ToolGroups.Housing,Házépítés,Buildings that beavers can live in
ToolGroups.Landscaping,Tereprendezés,Buildings that allow changes to land such as Dams or Dynamite
ToolGroups.NaturalOverhangs,Természetes túlnyúlások,Name for the category grouping natural/rock overhangs in the toolbar.
ToolGroups.MapEditor,Térképszerkesztő,Objects specific to map editor such as starting point or water source
ToolGroups.Metal,Vas,Buildings that allow to collect and produce with metal
ToolGroups.Monuments,Emlékművek,Awe-inspiring statues and fantastic contraptions
ToolGroups.Other,Egyéb,Buildings that don't fit in other categories
ToolGroups.Paths,Utak és szerkezetek,"Buildings that are made to be built and walked upon or to support other buildings such as paths, stairs and platforms"
ToolGroups.Power,Energetika,Buildings that produce and transfer power
ToolGroups.Priority,Prioritások beállítása,This is in active voice
ToolGroups.Ruins,Romok,Group for different types of ruin objects
ToolGroups.Science,Tudomány,Buildings that produce Science points
ToolGroups.Storage,Tárolás,Buildings that store goods and resources
ToolGroups.TreeCutting,Fák kivágása,This is in active voice
ToolGroups.Water,Víz,Buildings that gather and store water
ToolGroups.Wood,Fa,Buildings that allow gathering and producing using wood
TopBar.Food,Élelmiszerek,A group of resources. Please keep short.
TopBar.Ingredients,Összetevők,Resource group containing ingredients that can be made into edible foods (but are not edible on their own)
TopBar.Logs,Farönkök,A group of resources. Please keep short.
TopBar.Materials,Nyersanyagok,A group of resources. Please keep short.
TopBar.Nothing,Semmi,A group of resources. Please keep short.
TopBar.Science,Tudomány,A group of resources. Please keep short.
TopBar.Water,Víz,A group of resources. Please keep short.
Toggle.State.On,be,Indication in tooltip about toggle state. For example 'Prioritize building by haulers: on'
Toggle.State.Off,ki,Indication in tooltip about toggle state. For example 'Prioritize building by haulers: off'
Toggle.State.Closed,Zárva,Indication in tooltip about toggle state. For example 'Status: Closed'
Toggle.State.Open,Nyitva,Indication in tooltip about toggle state. For example 'Status: Open'
Toggle.Selected,(kiválasztva),Indication in tooltip about selected item. Fore example: 'Planting (selected)'
TreeCuttingSelectionTool.Description,"Kijelöli a területeket, ahol a hódok fákat vághatnak ki.",Doesn't have to use a personal verb
TreeCuttingSelectionTool.Title,Fakivágási terület kijelölése,
TreeCuttingUnselectionTool.Description,"Eltávolítja a kijelölést a fakivágási területről.",Doesn't have to use a personal verb
TreeCuttingUnselectionTool.Title,Fakivágási kijelölés visszavonása,
Tutorial.Building,Építsd meg: {0} ({1}/{2}),"{0} az épület neve, {1} az elkészült épületek száma, {2} a megépítendő épületek száma. Ez célkitűzésként, cselekvő igével jelenik meg, például: 'Építsd meg: Raktár (0/5)'."
Tutorial.Continue,Folytatás,
Tutorial.Disable,Útmutató kikapcsolása,
Tutorial.DisablePrompt,"Biztosan ki akarod kapcsolni az útmutatót?
Később vissza tudod kapcsolni a beállításokban.",
Tutorial.ConnectBuilding,Csatlakoztasd: {0} ({1}/{2}),"{0} az épület neve, {1} a csatlakoztatott épületek száma, {2} a csatlakoztatandó épületek száma. Ez célkitűzésként, cselekvő igével jelenik meg, például: 'Csatlakoztasd: Favágó zászló (0/2)'."
Tutorial.Finish,Zárd be az útmutatót,
Tutorial.MarkPlantables,Ültesd: {0} ({1}/{2}),"{0} az erőforrás neve, {1} a kijelölt mezők száma, {2} a kijelölendő mezők száma. Ez célkitűzésként, cselekvő igével jelenik meg, például: 'Ültesd: Répa (0/5)'."
Tutorial.MarkTrees,Jelöld ki a fákat vágásra.,
Tutorial.PanelTitle,Útmutató,
Tutorial.PlaceBuilding,Helyezd el: {0} ({1}/{2}),"{0} az épület neve, {1} az elhelyezett épületek száma, {2} az elhelyezendő épületek száma. Ez célkitűzésként, cselekvő igével jelenik meg, például: 'Helyezd el: Raktár (0/5)'."
Tutorial.PowerBuilding,Lásd el energiával: {0} ({1}/{2}),"{0} az épület neve, {1} az ellátott épületek száma, {2} az ellátandó épületek száma. Ez célkitűzésként, cselekvő igével jelenik meg, például: 'Lásd el energiával: Fűrészmalom (0/1)'."
Tutorial.Progress,({0}/{1}),"{0} a teljesített célok száma, {1} az összes cél száma"
Tutorial.TextToggle.Hide,Szöveg elrejtése,Az útmutató gomb tooltipje a bevezető szöveg elrejtéséhez
Tutorial.TextToggle.Show,Szöveg megjelenítése,Az útmutató gomb tooltipje a bevezető szöveg megjelenítéséhez
Tutorial.SelectGood,Állítsd be: {0} erre: {1} {2},"{0} az épület neve, {1} az áru neve, {2} a Tutorial.Progress. Ez célkitűzésként, cselekvő igével jelenik meg. Például: 'Állítsd be: Raktár erre: Kenyér (0/5)'."
Tutorial.Stage.PlaceLumberjacks,"Köszöntünk! Ez a bevezető segít az alapok elsajátításában egy hódtelepülés építése során.

Minden új településnek szüksége van farönkökre. Csak a favágók vághatják ki a fákat, ezért helyezz el két Favágó zászlót a közelben lévő fák mellett!","A farönk az erőforrás neve, a Favágó zászló az épület neve."
Tutorial.Stage.FinishLumberjacks,"A zászlók nem épülnek meg, ha nincsenek a kerület építési hatósugarában.

Válaszd ki a Kerületközpontot, hogy lásd az építési hatósugarát! Ezt kiterjesztheted utak építésével.","A Favágó zászló, Kerületközpont és Út épületnevek."
Tutorial.Stage.ConnectLumberjacks,"Minden olyan épületnek, amelynek bejárata van, kapcsolódnia kell egy Kerületközponthoz úttal. Építs utakat, hogy összekösd a Favágó zászlókat a Kerületközponttal!

A Kerületközpont kiválasztásával megtekintheted annak hatósugarát az utak mentén.","A Kerületközpont és az Út épületnevek."
Tutorial.Stage.MarkTrees,"A favágók nem kezdenek dolgozni, amíg meg nem mondod nekik, mit kell tenniük. Használd a Fák kivágása eszközt, hogy kijelölj egy területet vágásra!

A Favágó zászló csak a hatósugarán belül lévő fákat vágja ki. Ezt ellenőrizheted, ha kiválasztasz egy zászlót.","A Favágó zászló épületnév. 'Fák kivágása' ugyanaz, mint a ToolGroups.TreeCutting."
Tutorial.Stage.WaterPump,"A hódoknak vízre van szükségük az életben maradáshoz. Építs egy Vízszivattyút, hogy biztosítsd a folyamatos ivóvízforrást! Ne felejtsd el csatlakoztatni egy Kerületközponthoz!","A Vízszivattyú és a Kerületközpont épületnevek."
